rest_name
"31. Coppola Bilbao (Non stop kitchen),1,273 reviews,Open Now,Italian, Pizza,££ - £££,“We had pasta with pesto, ,spaghetti bolognese,, vegetable risotto and a salad t...”,“My friend had the ,seafood pasta, which was huge and also delicious.”"
"32. El Sacacorchos,131 reviews,Open Now,Spanish, Deli,££ - £££,“... we tried the ,market, after this plac...”,“Pintxos, ,wine,, raciones the best!!”"
"33. La Casita de Sabino,573 reviews,Seafood, Mediterranean,££ - £££,“We both speak ,Spanish, so maybe that mad...”,“... a very tasty ,Rodaballo, (turbot) as ...”"
"34. Demaio Pizza Gourmet,135 reviews,Open Now,Pizza, Italian,££ - £££,“Best pizza we’ve had for a long time!!!”,“Demaio pizzeria”"
"35. Cafeteria Swansea,86 reviews,Open Now,£,“We saw two large ,tortillas, being made, sliced and served up in the hour we we...”,“Great little cafe for our breakfast.”"
"36. Santa Maria,156 reviews,Open Now,Spanish,££ - £££,“Top pintxos”,“Excellent”"
"37. La Camelia Vegan Bar,341 reviews,Closes in 15 min,Japanese, Asian,££ - £££,“... the sushi (€13 for six pieces, a ,salad, or dip and a drink) – it was all l...”,“We also had a chickpea ,salad, that was delightful.”"
"38. El Globo,1,934 reviews,Open Now,Bar, Mediterranean,££ - £££,“Staff really friendly and helpful for us non-,Spanish, speakers.”,“I tried ,morcilla, de leon and jamón, txangurro gratinado, foie, solomillo de a...”,Reserve"
"39. Porrue,1,162 reviews,Open Now,Mediterranean, European,££££,“The first course was not on the menu: finely grilled tiny artichokes 2nd: ,Cod,...”,“The entre was ,cod, prepared Bizkaian style with peppers and chorizo.”"
"40. Bistro Guggenheim Bilbao,1,183 reviews,Open Now,Mediterranean, European,££ - £££,Menu,“... bread, then we had the Iberico ,pork cheeks, (a must) and the hake - also d...”,“For only 29.50 euros you got a ,three course meal, with your choice of white or...”"
"41. Restaurante Zarate,381 reviews,Closed Now,Mediterranean, European,££££,“Fantastc place”,“Good restaurant for business but I was...”,Reserve"
"42. Mina Restaurant,802 reviews,Open Now,Mediterranean, European,££££,“... that stuck with me: • Gillardeau ,oyster,, gin and citrics • Bone marrow wi...”,“Really enjoyed the Gillardeau ,oysters, with gin and citrics.”,Reserve"
"43. Sorginzulo,579 reviews,Mediterranean, Spanish,££ - £££,“Best rabas/fried ,calamares,!”,“Very good ,calamares, and pintxos”"
"44. Kimtxu,560 reviews,Open Now,Japanese, Asian,££ - £££,“Very good están food, both in Kimtxu and...”,“Innovative Basque/Asian Cuisine...”"
"45. Baster Bilbao,241 reviews,Closes in 15 min,Spanish, Cafe,£,“The mushroom ,quiche, pintxo was only ok.”,“I could see more cups of ,pastry, being brought out as I went in to get some mo...”"
"46. BASCOOK,890 reviews,Closed Now,Mediterranean, European,££££,Menu,“Our daughter speaks ,spanish, but nevertheless the menu baffled us....what we h...”,“Bascook - Incredible lunch, probably among my favorites in all of ,Spain,!”"
"47. Basuki,237 reviews,Open Now,Contemporary, Mediterranean,££ - £££,Menu,“... as starters, as well as some ,croquettes, (with octopus and with local ham)...”,“Place was full of local ,nice, and trendy people.”"
"48. Cafe Bar Bilbao,914 reviews,Open Now,Cafe, Mediterranean,££ - £££,“Pintxo hopping”,“one of the oldest pintxo bars in Bilbao”"
"49. El Huevo Frito,274 reviews,Open Now,Mediterranean, Spanish,££ - £££,“Great modern and traditional cuisine ,tapas,”,“Lovely little ,tapas bar, with incredible...”"
"50. Bilbao Berria,558 reviews,Mediterranean, European,££ - £££,“,Tapas, bar and restaurant”,“,Tapas, inside or outside”"
"51. Bar Charly,763 reviews,Open Now,Bar, Mediterranean,£,“Nice surroundings”,“Do it”"
"52. Zaka,596 reviews,Open Now,Mediterranean, European,££ - £££,Menu,“... suportive, helpful with our poor ,spanish, language skills, our waiter Sylv...”,“From the outside Zaka looks just like any other ,tapas bar,, but when we went i...”"
"53. La Olla plaza nueva,945 reviews,Closes in 15 min,Bar, Mediterranean,££ - £££,“... sesame and ,spanish, ratatouille pinc...”,“So good! * ,Croquettes, - bits of jamon i...”"
"54. Florida,312 reviews,Open Now,American, Fast food,£,“Surprisingly good”,“Best burgers in Bilbao!”"
"55. Taberna Astuy,209 reviews,Open Now,£,Menu,“Nacho con quesa”,“Even the bun was delicious”,19:30,20:00,20:30"
"56. Restaurante Amaren Bilbao,463 reviews,Open Now,Steakhouse, Grill,££ - £££,Menu,“... cuts of ,beef, suggested wine and app...”,“... aged mature ,beef, which we did not t...”"
"57. La Trattoria Napoletana,383 reviews,Closes in 30 min,Italian, Pizza,££ - £££,“Nice evening”,“Dinner”"
"58. BERRI IPARRAGIRRE,287 reviews,Closed Now,Mediterranean, European,££ - £££,“In love with the basque food”,“Top tapas 👍”"
"59. Los Fueros,547 reviews,Open Now,Mediterranean, European,££ - £££,“Outstanding Intro to ,Spanish, Food”,“... ham), the belly of tuna salad, the scallops, the ,sardines,, and the gazpacho.”,Reserve"
"60. KOKKEN,760 reviews,Open Now,Mediterranean, European,££ - £££,Menu,“After a week of eating Tapas in ,Spain, we were after something different.”,“,Salmon, starter, cod in tempura, grilled tuna and the softest beef I've ever t...”"
"361. Restaurante Cafeteria Campo Volantin,56 reviews,Closes in 15 min,Spanish,££ - £££,“... so we were off to a good start (for those of us who know little ,Spanish,).”,“We arrived ,Bilbao,, checked into our hotel Conde Duque ,Bilbao, went in search o...”"
"362. Cerveceria Cruz Blanca Zubiarte,117 reviews,Mediterranean, Spanish,£,“Several visits during day”,“Really good value”,Order Online"
"363. Bar Ledesma,136 reviews,Open Now,Bar, Mediterranean,££ - £££,“Local bar with good lunch menu and...”,“Good when it’s busy”"
"364. Monterrey,58 reviews,Mediterranean, Spanish,££ - £££,“Don’t come here”,“Enjoyable dinner”"
"365. Askao Berri,54 reviews,Closes in 15 min,Spanish,£,“A very good tapas experience”,“Amazing Affordable Txapelas”"
"366. Cafe Rock Grafit,81 reviews,Closed Now,International,£,“Great place for a snack”,“Stag party bar”"
"367. El 13 De Henao,11 reviews,Closes in 15 min,Mediterranean, Spanish,£,Menu,“Excellent pintxos!”,“Lekkere pintxos!!”"
"368. Inakiren Taberna,75 reviews,Open Now,Healthy,£,“Amazing food, very low price”,“Look for somewhere else”"
"369. Plaza Campuzano,30 reviews,Bar, Cafe,£,“Good place for lunch and drinks”,“Good corner location, popular with locals”"
"370. Cafe Capuccino,130 reviews,Open Now,Mediterranean, Middle Eastern,£,“Cafe bar”,“One of a kind in Bilbao”,Reserve"
"371. Restaurante Aralar,53 reviews,Closed Now,Spanish,££ - £££,“Friendly but poor food”,“Good business menu”"
"372. Mafe's Tavern,62 reviews,Open Now,Grill, Gastropub,££ - £££,“Surprisingly good”,“Excellent menu del dia...”,Order Online"
"373. Restaurante La Kedada,36 reviews,Open Now,Bar, Mediterranean,££ - £££,Menu,“Not Great Not bad”,“A bit slow”"
"374. Erronda Zaharra,17 reviews,Open Now,International, Mediterranean,££ - £££,“Spanish hospitality? - not in my opinion”,“The happiest accidents happen when we're...”"
"375. Batzoki de Begona,14 reviews,Spanish,££ - £££,“Buena opción”,“Muy recomendable”"
"376. Meat & Soul,45 reviews,Closed today,£,“Pretty decent hamburger”,“Breakfast tapas/pintxo”"
"377. Viandas,53 reviews,Closed Now,Spanish,£,“Heaven on Earth in Tubular Form”,“Traditional ham and cheese shop...”"
"378. Public Lounge,57 reviews,Pub,££ - £££,“Over designed & souless”,“Fantastic design but poor atmosphere”"
"379. Thate Street Food,14 reviews,Open Now,American, Street Food,£,“Deliciosas salchichas”,“Comida excelente para disfrutar en...”,Order Online"
"380. Kantine,16 reviews,International, Mediterranean,££ - £££,“Comida sana y casera con toques etnicos”,“Riquísima y sana”"
"381. Restaurante Arbolagana,55 reviews,Closed Now,££ - £££,“Negocio Cerrado”,“Un sitio privilegiado en Bilbao”"
"382. Bar Kresala,19 reviews,££ - £££,“Not what we thougjt”,“Great place!”"
"383. Hatari,141 reviews,European, Spanish,££ - £££,“Wonderful pintxos”,“Great food in a comfortable bar”"
"384. Margarito,40 reviews,Closed Now,International, Fusion,££ - £££,Menu,“Fresh food”,“Almost excellent”"
"385. Naroa,29 reviews,££ - £££,“Great food in authentic settings”,“Excellent Authenic Gallacian Pulperia!”"
"386. Portuberri barria,34 reviews,Spanish, Wine Bar,£,“Pintos”,“Excelente”"
"387. Laga,59 reviews,Open Now,Spanish,£,“Delicious local food”,“Camino2”"
"388. Bar Lago,21 reviews,Open Now,Spanish,£,“Best value of the year”,“Friendly staff”"
"389. Exquisita Berria,11 reviews,Closed Now,“Recomedable”,“Cafe y pintxo”"
"390. Ola Martin Berasategui,28 reviews,Mediterranean, European,££££,“,Tasting Menu,”,“Good dinner, but not ,Michelin star, worthy yet”"
"691. Saltsagorri,17 reviews,££ - £££,“Best pinxtos!!”,“Very cool owner”"
"661. Sumo Sushi,4 reviews,“Sushi de calidad en Bilbao”,“Es un poco caro pero la calidad es...”"
"692. Adaxka Kultur Elkartea,6 reviews,Closes in 15 min,Brew Pub, Bar,£,“NO ES UN LOCAL CUALQUIERA”,“Menu fin de semana”"
"693. Burger Lisboa,28 reviews,Open Now,£,“Burger de siempre”,“Clásico de Santutxu”,Order Online"
"694. Poza 40,18 reviews,££ - £££,“bien para pasar la tarde y picotear”,“De todo a buen precio”"
"695. House Beef,27 reviews,Open Now,Menu,“Hamburguesas de ternera deliciosas a buen...”,“Nos gustaba pero a parte de engañosos...”,Reserve"
"696. Bar Zabalbide,10 reviews,“Fine for breakfast”,“Se nota el cambio de cocinero”"
"697. Asador Josetxu,5 reviews,Spanish,“Excelente”,“Calidad y trato agradable”"
"698. Q Lounge,7 reviews,“Excellent food”,“Very Slow”"
"699. La Fugitiva,8 reviews,Mediterranean, Spanish,£,“Si tienes diez minutos de descanso y no...”,“Pintxos y cañeros de cerveza”"
"700. Vista Bar,4 reviews,Spanish,£,“Good ,pinchos,”,“... we enjoyed the home made cakes and ,pinchos, so much that we never 'moved on'.”"
"701. Pepi&to Bilbao,14 reviews,Bar, Cafe,“Acogedor”,“Una parada obligada”"
"702. Boys,36 reviews,£,“Great sandwiches!”,“Lunch”"
"703. Attique,3 reviews,Spanish,£,“Diferente”,“Coqueto y sabroso”"
"704. Taberna El Arenal,8 reviews,Open Now,“Worst service ever!!!!”,“Speedy Lunch”,Reserve"
"705. Restaurante-Cerveceria Zubipe,6 reviews,Open Now,Spanish,££ - £££,“NOS DEFRAUDO”,“fatal”"
"706. Molly Malone Bilbao,34 reviews,Pub,£,“Generous portions”,“Good pub but not Irish”"
"707. Bar Argoitia,21 reviews,Seafood,££ - £££,“Perfect spot to take a break.”,“Very nice staff and great carajillo”"
"708. Taberna Beroa,4 reviews,“LA IMPRONTA DE DON SERAPIO”,“Correcto”"
"709. Cerveceria Del Norte,12 reviews,Spanish,££ - £££,“Comida tradicional-casera¡”,“Pésimo”"
"710. Bar e Restaurante Baracho's,4 reviews,Open Now,Spanish, Brazilian,££ - £££,“Ya lo he dicho todo...”,“Genial y económico”"
"711. X Doquier,19 reviews,“Biertje verder”,“Las rabas más nefastas que he probado en...”"
"712. Bar Restaurante Serapio,2 reviews,Spanish,“Perfecto!!!”,“Cocina casera y precioso local”"
"713. Turquia Doner Kebab,2 reviews,Fast food, International,“Recomendable”,“El mejor kebab del mundo”,Order Online"
"714. El Sagradito,2 reviews,“Un oasis muy especial, una nueva joya.”,“Oasis”"
"715. Mugari Ukan,3 reviews,££ - £££,“Great place for lunch”,“Excelente café”"
"716. El Obrador de Jon,12 reviews,“Esta cerrado!!!”,“Genuinely homemade cakes”"
"717. Gorbea,352 reviews,Open Now,Mediterranean, European,££ - £££,“I had ,Duck, Salad starter, with Iberian Pork main... my friend had the seafood...”,“But the ,seafood paella,, entrecote, salmon then apple tart was very good.”"
"718. Ganeko,4 reviews,Bar, Cafe,“Rica tortilla”,“Tortilla”"
"662. cafe sortzen,5 reviews,Spanish,££££,“Excelentes banderillas”,“Café delicioso y Tortilla Riquisima”"
"663. La Tortilla,29 reviews,Mexican, Spanish,££ - £££,“Local grande y buena atención.”,“Irregular”"
"664. Wok House,9 reviews,Open Now,“Muy bueno”,“Barato y cantidad”"
"665. Zintzoa,20 reviews,££ - £££,“Mauvaise accueil”,“BUENA SELECCIÓN DE CALDOS”"
"666. Arrigorri Restaurant,4 reviews,Open Now,“nueva gestion”,“Comida familiar, 13/05/2018”"
"667. La Galea,46 reviews,Spanish,££ - £££,“siempre he ido”,“No lo recomiendo”"
"668. Baserri Benta,10 reviews,£,“Not gay friendly”,“Buenos pintxos”"
"669. Bizkarra,4 reviews,“Nice little bakery”,“Deadly cakes and chocolate!”"
"670. Nikol's Gastro Bar,17 reviews,Closed Now,Spanish,£,“Menú del día espectacular”,“No recomendable”"
"671. La Cumbancha,12 reviews,“Viva Mexico”,“Gran descubrimiento”"
"672. Gaztedi,9 reviews,££ - £££,“Very expensive and bad food”,“Explorando Bilbao”"
"673. Bar Cafe Bodega,10 reviews,Spanish,££ - £££,“Buen bar con sus manías”,“Para no entrar”"
"674. Marisqueria El Taller,14 reviews,Closed Now,“marisco carisimo”,“marisco excepcional”"
"719. Cerveceria Gambrinus Santutxu,14 reviews,Open Now,Mediterranean,££ - £££,“Muy buena relacion calidad precio”,“Perfecto”"
"720. goizeko izrra,4 reviews,Steakhouse, Spanish,“Fantastic!!”,“EL CHULETON DE BILBAO”"
"675. Stand by,5 reviews,Bar, Pub,“Sympa”,“Pranzo buono”"
"676. Bar Urdina,30 reviews,Open Now,Bar, Mediterranean,££ - £££,“OMG - FAB TIME”,“Nice bar”"
"677. Manuko Benta,8 reviews,Steakhouse,££ - £££,“Vacaciones.”,“Hotel sencillo, acogedor, excelentes...”"
"678. Restaurante Anton,48 reviews,Spanish,££ - £££,“Don't miss this little gem”,“Food delicious”"
"679. La Reina del Arenal,26 reviews,Open Now,Contemporary,“Great wee bar”,“Can't go wrong here”"
"680. Mr. Wok,62 reviews,Central Asian,££ - £££,“Has to be better”,“descent price/quality relationship”"
"681. Don Kebap,16 reviews,Open Now,Fast food, Turkish,£,“Merece la pena”,“Normal, es lo que ofrece”"
"682. Restaurante Vienes,79 reviews,Mediterranean, Spanish,££ - £££,“... English (though better than our ,Spanish,); some foreign tourists may have ...”,“Local gem, great value”"
"683. Mosela,12 reviews,Bar,“Nice place nice people”,“A good local bar”"
"684. Tuinkis American Market,5 reviews,Closed Now,“Decent American food but small selection”,“Clásicos americanos en el Casco Viejo de...”"
"685. Zera,62 reviews,££ - £££,“Great service”,“God pintxos bar”"
"686. La Mafia se sienta a la mesa,147 reviews,Open Now,Italian,££ - £££,“OK for a quick meal”,“a bit rude but fine”"
"687. Mei Hao,17 reviews,££ - £££,“Empanadillas a la plancha deliciosas”,“De los mejores de Bilbao”"
"688. Bonnie & Clyde,3 reviews,Bar, Pub,“Sitio pequeño con ambiente”,“Bar de excelentes copas”"
"689. Alkimia Berria,17 reviews,Open Now,££ - £££,“Mejor de lo esperado”,“Un poco decepcionante pero por lo pagado...”"
"690. Bar Magor,3 reviews,Italian, Bar,“Small bar with terrace opposite of the...”,“Bar con buenas vistas”"
"871. Pastelerias Nevada,1 review,Closed Now,“Patelerias de TODA la VIDA.”"
"872. Croqueta y Presumida,2 reviews,Spanish,£,“RIQUISIMAS”,“Nombre ingenioso croquetas normales”"
"873. The Ten Bells,1 review,Bar, Cafe,“Irlandés en Areilza”"
"874. Energy Zumo,1 review,“Zumos de frutas de calidad , variados y...”"
"875. Liquid Bilbao Cafe-Lounge,4 reviews,Open Now,“Precios desorbitados”,“perfecto!!!”"
