"876. Bar Santutxu,2 reviews,“A friendly neighbourhood bar”,“Cocina típica”"
"877. Restaurante el leon,18 reviews,“Un sitio ideal”,“Vergüenza”"
"878. Bar Xirgu,1 review,Bar, Cafe,“Buena terraza!”"
"879. The Kitchen Holiday Inn Bilbao,13 reviews,££ - £££,“Mwah....”,“Ok almost”"
"880. Cerveceria Petos,1 review,Bar, Pub,“Copazos bien preparados y baratos”"
"881. Jamon Jamon,1 review,“Hamburguesas espectaculares”"
"882. 5th avenue Lounge Bar Miribilla,7 reviews,“Justito”,“Decepción absoluta”"
"883. Santagloria,1 review,Cafe,££ - £££,“Fresh food and coffee”"
"884. Tainos,1 review,“Excelente comida casera”"
"885. Hotz,1 review,“En su tamaño está el secreto.”"
"886. MasQMenos Bilbao,2 reviews,Spanish,££ - £££,“Una muy buena opción para espera en el...”,“Viel Trubel, aber leckere Sandwich”"
"887. Bar Ciudadela,2 reviews,“BUENOS PINTXOS , TRATO AMABLE”,“Esta bien”"
"888. New Cliper,4 reviews,“Relaxing outside drinking area”,“Desayuno”"
"889. Meson de Los Angeles,40 reviews,££ - £££,“Buono”,“Una lamentable sorpresa”"
"890. La Perla de Otun,1 review,“Buena picada”"
"891. Luberri Taberna,3 reviews,Open Now,“Persona comedor con pocas ganas de...”,“Inmejorable”"
"892. Arraizpe,4 reviews,Spanish,“Come como Dios.”,“Bar donde se come a batalla”"
"893. Heladeria Creperia Gran Via,1 review,“Très bon glacier”"
"894. The Cross 21,5 reviews,“Ride on”,“Good coffee and better omelettes!”"
"895. Restaurante Bil ko,3 reviews,Bar, Spanish,££ - £££,“Nice, relaxed bar”,“Strange treatment, little dishies for...”"
"896. Restaurante Quatre,59 reviews,Spanish,££ - £££,“Enjoyed this Restaurant as part of half board at Melia ,Bilbao,”,“Part of Melia ,Bilbao, Hotel”"
"897. Rincon de Conil,5 reviews,Spanish,“5 Star...”,“Superb”"
"898. Cafeteria Dux,1 review,Diner,“Dueños al pie del cañón = calidad y...”"
"899. Holabar,36 reviews,Spanish,££ - £££,“A good lunch choice at Azkuna Zentroa”,“Okay cafe in fab location”"
"900. Ron City,11 reviews,Chinese,“Redelijk menu voor een zachte prijs”,“Calidad precio adecuado”"
